class,sigmoid_output,set
0,[0.91674566 0.07917463],train
0,[0.05117235 0.8198035 ],train
0,[0.75500387 0.21706448],train
0,[0.9306613  0.06468291],train
0,[0.9693693  0.01884633],train
0,[0.8718087  0.06542803],train
1,[0.02333384 0.9516111 ],train
0,[0.88655514 0.08157778],train
0,[0.95382124 0.02994141],train
0,[0.9328962  0.04212768],train
0,[0.88466316 0.06730348],train
0,[0.9524026  0.04397746],train
0,[0.9595554  0.02528386],train
0,[0.8902311  0.11238525],train
0,[0.92854136 0.09845353],train
0,[0.83053595 0.17404728],train
0,[0.88612586 0.13095824],train
0,[0.9857153  0.01472206],train
0,[0.98336536 0.01074996],train
0,[0.9425683  0.04850772],train
0,[0.9344504  0.03674086],train
0,[0.8855617  0.11369271],train
0,[0.7965465  0.14180064],train
0,[0.9868385  0.01120056],train
0,[0.898903   0.05932927],train
0,[0.9377244  0.04670422],train
0,[0.88615525 0.07243931],train
0,[0.92348754 0.02884712],train
0,[0.48697117 0.3456817 ],train
0,[0.777075   0.04551562],train
0,[0.94596964 0.03552131],train
1,[0.12736702 0.8626412 ],train
0,[0.513684   0.49782977],train
0,[0.9507856  0.02124044],train
0,[0.97314125 0.03842258],train
0,[0.954976   0.02208242],train
0,[0.9578779  0.04624182],train
0,[0.71707547 0.14982112],train
0,[0.8518545  0.09495825],train
0,[0.9501208  0.03548006],train
0,[0.9577157  0.03903529],train
0,[0.9732492  0.02100514],train
0,[0.5423619  0.27960405],train
0,[0.71806985 0.06517438],train
0,[0.9147981  0.07622134],train
0,[0.90791154 0.06691223],train
0,[0.8812759  0.04088139],train
0,[0.96375895 0.01339447],train
0,[0.6900769  0.19821556],train
1,[0.01505593 0.97490805],train
1,[0.00643242 0.98160285],train
1,[0.12247386 0.7471747 ],train
0,[0.926921   0.02869713],train
0,[0.7892222  0.17652908],train
0,[0.96240526 0.04198145],train
0,[0.9159325  0.05770197],train
0,[0.5838086  0.30567482],train
0,[0.85706574 0.05446545],train
0,[0.9144414  0.11307957],train
0,[0.9500175  0.02742664],train
0,[0.960397   0.04008175],train
0,[0.8871434  0.07515281],train
0,[0.98076886 0.0125646 ],train
0,[0.9669389  0.00919203],train
0,[0.8964589  0.04329306],train
0,[0.9659513  0.03595025],train
0,[0.96830297 0.02927426],train
0,[0.8952689  0.13885422],train
0,[0.85108924 0.16028962],train
0,[0.877255   0.10853384],train
0,[0.92908037 0.06857386],train
0,[0.9472289  0.04504915],train
0,[0.9536783  0.04116957],train
1,[0.13801582 0.8074187 ],train
0,[0.82708246 0.1133064 ],train
0,[0.94953436 0.01436524],train
0,[0.912105   0.05490634],train
0,[0.9651952  0.01476227],train
0,[0.92396826 0.04555172],train
1,[0.04504545 0.94799083],train
0,[0.6696721  0.04872426],train
0,[0.87440217 0.15940164],train
0,[0.8900531 0.0391948],train
0,[0.924015   0.07174083],train
0,[0.94141096 0.04498259],train
1,[0.02183411 0.9573845 ],train
0,[0.9941247  0.00514828],train
0,[0.95948154 0.01810771],train
0,[0.68251467 0.2738921 ],train
0,[0.6083816  0.34820536],train
0,[0.767075  0.2200314],train
1,[0.03468015 0.8634144 ],train
0,[0.9759839  0.01343163],train
0,[0.9399916  0.05992002],train
0,[0.8875581  0.09883302],train
0,[0.76332635 0.20658311],train
0,[0.9011556  0.04490319],train
0,[0.8735278  0.11058801],train
0,[0.77906334 0.09883483],train
0,[0.91547006 0.07943005],train
1,[0.14595956 0.8894677 ],train
1,[0.20723023 0.7271155 ],train
0,[0.65472656 0.16669455],train
0,[0.9380042 0.045127 ],train
0,[0.90391743 0.1866371 ],train
0,[0.4451489 0.5464967],train
0,[0.9436785  0.02114622],train
0,[0.5270694  0.31617674],train
0,[0.96289575 0.04713748],train
0,[0.9420367  0.05768117],train
0,[0.90673697 0.06387016],train
0,[0.8436558  0.08798139],train
0,[0.46751246 0.57499444],train
0,[0.91435397 0.12284628],train
0,[0.9214744  0.05172496],train
0,[0.87219715 0.07546971],train
0,[0.9322327  0.06321967],train
0,[0.9027884  0.04050875],train
0,[0.9748728 0.0327145],train
0,[0.972757   0.02609501],train
0,[0.96392155 0.02679012],train
1,[0.04264563 0.9302746 ],train
0,[0.77373403 0.2301615 ],train
0,[0.94567543 0.05396973],train
0,[0.30783167 0.6180016 ],train
0,[0.55716586 0.5627875 ],train
0,[0.9403181  0.04461778],train
0,[0.8871223  0.08162875],train
0,[0.9255738  0.07394534],train
0,[0.8582388  0.10762405],train
1,[0.089063   0.85705924],train
0,[0.9796276 0.0111189],train
0,[0.9306709  0.01884315],train
0,[0.96104133 0.01419575],train
0,[0.95475835 0.03736472],train
0,[0.9335169  0.04667853],train
0,[0.97778964 0.02113971],train
0,[0.9715011  0.02866734],train
1,[0.11455452 0.7373395 ],train
0,[0.13897067 0.7810416 ],train
0,[0.8847509  0.10641839],train
0,[0.8083293  0.08690531],train
0,[0.91356015 0.04529385],train
0,[0.9233067  0.04171077],train
0,[0.94567466 0.04172904],train
0,[0.9777205  0.02026276],train
0,[0.60415447 0.19093455],train
1,[0.1075683  0.84207857],train
0,[0.9711802  0.01200279],train
0,[0.92595524 0.05436984],train
0,[0.96533924 0.05124418],train
0,[0.5823027  0.29318696],train
0,[0.4223262  0.48595202],train
0,[0.8611903  0.12386999],train
0,[0.8933066  0.08327651],train
0,[0.9570366  0.03578551],train
0,[0.83369297 0.1594827 ],train
0,[0.93693274 0.05604851],train
0,[0.89565635 0.12732708],train
0,[0.9150816  0.05267407],train
0,[0.8589406  0.05160544],train
0,[0.9665773  0.02716894],train
0,[0.9143158  0.05736279],train
0,[0.92172843 0.09087601],train
0,[0.96694237 0.02887901],train
0,[0.65038425 0.46684423],train
0,[0.968665   0.02491674],train
0,[0.8985406  0.11876872],train
0,[0.834519   0.12195601],train
0,[0.95206904 0.0394923 ],train
0,[0.87119234 0.05972782],train
0,[0.10057046 0.896053  ],train
1,[0.2202417 0.5977517],train
0,[0.95808184 0.06905701],train
0,[0.9293451  0.05244526],train
0,[0.90808445 0.05540795],train
1,[0.18452553 0.69617355],train
0,[0.94149464 0.03366909],train
0,[0.7094967  0.19222336],train
0,[0.94585425 0.05343097],train
0,[0.91960216 0.04790903],train
0,[0.92782736 0.07026523],train
0,[0.8566256  0.12014458],train
0,[0.92809397 0.08032229],train
0,[0.94863355 0.01648317],train
0,[0.9741988  0.01318784],train
0,[0.82104146 0.09284218],train
0,[0.8100043  0.09030573],train
0,[0.14784437 0.73412865],train
1,[0.0667389 0.7871819],train
0,[0.69715184 0.22363743],train
0,[0.82380456 0.07245978],train
0,[0.8949572  0.09266662],train
0,[0.92477435 0.02066105],train
0,[0.95004773 0.01825276],train
0,[0.79894716 0.05640913],train
0,[0.89788806 0.10589177],train
0,[0.79235405 0.06492393],train
1,[0.1487732  0.75536025],train
0,[0.94803447 0.0331175 ],train
0,[0.85227466 0.15804023],train
0,[0.9534497  0.03045684],train
0,[0.9549863  0.05201514],train
0,[0.74031585 0.26194176],train
0,[0.8933071  0.06649093],train
0,[0.988165   0.01008889],train
0,[0.92724526 0.0638361 ],train
0,[0.81746686 0.14768954],train
0,[0.86525023 0.07264958],train
0,[0.9143575  0.11501627],train
0,[0.8021888  0.16591683],train
0,[0.9838297  0.03253962],train
0,[0.9676088  0.04737908],train
0,[0.7133515 0.2012318],train
0,[0.9769949  0.03314914],train
1,[0.07860559 0.90394914],train
0,[0.8637678  0.11624001],train
0,[0.728256  0.0822841],train
0,[0.92390513 0.0712629 ],train
0,[0.9511286  0.04024442],train
0,[0.8582774  0.13415739],train
0,[0.9731598  0.01938333],train
1,[0.29594398 0.5990105 ],train
0,[0.887961   0.02712219],train
0,[0.7990259  0.12734407],train
0,[0.96991783 0.02809375],train
0,[0.9074926  0.04560963],train
0,[0.9588744  0.05189842],train
1,[0.15478618 0.8637346 ],train
0,[0.9298661  0.02962238],train
0,[0.9712309  0.01004359],train
0,[0.9306126  0.06071055],train
0,[0.79596555 0.15620185],train
0,[0.97155374 0.03474083],train
0,[0.8939566  0.08019462],train
0,[0.8640434  0.03190744],train
0,[0.74636185 0.29045826],train
0,[0.9839569  0.01079186],train
0,[0.9640697  0.03478386],train
0,[0.9651837  0.01219467],train
0,[0.97239786 0.03310334],train
0,[0.9866838  0.01906115],train
0,[0.9709681  0.01717363],train
0,[0.951234   0.05904369],train
0,[0.97081405 0.04352771],train
0,[0.70126474 0.14557627],train
0,[0.97191274 0.02087262],train
0,[0.92315316 0.03710223],train
1,[0.1041973 0.8693403],train
0,[0.96059775 0.02506883],train
0,[0.4505836 0.5137852],train
0,[0.85768634 0.07449757],train
0,[0.4620618 0.3645996],train
1,[0.0688435 0.78431  ],train
0,[0.80510354 0.14536718],train
0,[0.9246379  0.04706161],train
0,[0.8823871  0.10122267],train
0,[0.94421124 0.09801963],train
0,[0.8617666  0.12807013],train
0,[0.8197646  0.08311485],train
0,[0.85592663 0.1770695 ],train
0,[0.840538  0.1101363],train
0,[0.96379757 0.00956386],train
0,[0.61459434 0.32481   ],train
0,[0.9265142  0.06226332],train
0,[0.764084  0.2828318],train
1,[0.10863244 0.892521  ],train
0,[0.8563842  0.19207856],train
0,[0.9378322  0.06908525],train
0,[0.9349724  0.08920272],train
0,[0.9245617  0.04522181],train
0,[0.9310224 0.0248882],train
0,[0.937351   0.04775466],train
0,[0.8812422  0.11572619],train
0,[0.9562346  0.03943199],train
0,[0.90300727 0.08874848],train
0,[0.90633625 0.05946271],train
1,[0.10833897 0.82736295],train
1,[0.1897076  0.64344233],train
0,[0.77328473 0.2035434 ],train
1,[0.1686553  0.80135405],train
0,[0.7879516  0.06551976],train
0,[0.7750679  0.14940383],train
0,[0.59553957 0.24594328],train
0,[0.95019686 0.03641703],train
0,[0.93068725 0.05460343],train
0,[0.91851234 0.06344642],train
0,[0.7795384  0.08817515],train
0,[0.9378256  0.02955985],train
1,[0.10631983 0.7994003 ],train
0,[0.9216386  0.04050143],train
0,[0.8657723  0.16473065],train
0,[0.770543   0.15852416],train
0,[0.8996057  0.03685958],train
0,[0.8826531  0.07766928],train
0,[0.97973573 0.02175903],train
1,[0.08589229 0.8284369 ],train
0,[0.95686054 0.01737931],train
1,[0.07896366 0.8109664 ],train
0,[0.9265605  0.04498067],train
1,[0.20211276 0.7467103 ],train
0,[0.94844586 0.0353256 ],train
0,[0.9272565  0.06686021],train
0,[0.612137  0.5153078],train
0,[0.7668938 0.2034226],train
0,[0.935622   0.02810821],train
0,[0.9374533 0.0878597],train
0,[0.94519293 0.0416995 ],train
0,[0.76264954 0.19903556],train
0,[0.95785034 0.05709905],train
0,[0.9470362  0.02751135],train
0,[0.7162682  0.17115062],train
0,[0.43484053 0.67767763],train
0,[0.95919704 0.02624037],train
0,[0.97894394 0.03566021],train
0,[0.7886089  0.17090142],train
1,[0.3180164 0.6392791],train
0,[0.78378004 0.15878034],train
0,[0.98526704 0.01270757],train
0,[0.06535909 0.919815  ],train
0,[0.82068044 0.0561614 ],train
0,[0.95145893 0.10678172],train
0,[0.8824172  0.11370623],train
0,[0.8999466  0.11948868],train
0,[0.78913516 0.13780919],train
0,[0.8946847  0.04010765],train
0,[0.9464524  0.02699894],train
0,[0.9393522  0.05565165],train
0,[0.9810167  0.01886893],train
0,[0.87000847 0.08211463],train
0,[0.84954035 0.17364877],train
0,[0.9246439  0.05043728],train
0,[0.87954247 0.05249132],train
0,[0.80525076 0.1940831 ],train
0,[0.96993715 0.03312111],train
1,[0.15525691 0.8827575 ],train
0,[0.9062732  0.09461744],train
0,[0.93693304 0.02753954],train
0,[0.88035697 0.05749199],train
0,[0.97421753 0.04426066],train
0,[0.7499831  0.18405434],train
0,[0.9635484  0.02536394],train
0,[0.98940605 0.01340717],train
0,[0.97052765 0.04179097],train
1,[0.27684742 0.7740395 ],train
1,[0.07277937 0.8028145 ],train
0,[0.7591637  0.10144347],train
0,[0.90655863 0.10310587],train
0,[0.22061804 0.52206916],train
0,[0.932491   0.03001286],train
1,[0.07188328 0.91709477],train
0,[0.94790065 0.02259109],train
0,[0.90151685 0.05868711],train
0,[0.8954387  0.06358286],train
0,[0.9270528  0.03608682],train
0,[0.9644922  0.02486948],train
0,[0.89022124 0.09738032],train
0,[0.89309317 0.11142108],train
0,[0.72927314 0.23219424],train
0,[0.94160706 0.05493554],train
0,[0.89809406 0.13524352],train
1,[0.06079672 0.86918616],train
0,[0.9662606  0.02021991],train
0,[0.953117   0.02605407],train
0,[0.9717187  0.01178315],train
0,[0.8563427  0.05986901],train
0,[0.9315303  0.02008203],train
0,[0.9661589 0.0207465],train
0,[0.8114632  0.15368478],train
0,[0.9039983  0.05451817],train
0,[0.96251976 0.02360422],train
0,[0.9479736  0.06121141],train
0,[0.88819486 0.06517813],train
0,[0.9423609  0.05390529],train
0,[0.8835118  0.12194576],train
0,[0.91973644 0.08612569],train
0,[0.79286414 0.14650485],train
0,[0.8767519  0.09732402],train
0,[0.7972002  0.16786638],train
0,[0.89273846 0.09571634],train
0,[0.94350004 0.05337767],train
0,[0.9734457  0.03275331],train
1,[0.17879008 0.6617574 ],train
0,[0.95874137 0.04384526],train
0,[0.97352976 0.02167118],train
0,[0.88961005 0.0958171 ],train
0,[0.43592727 0.6460631 ],train
0,[0.91851455 0.03429959],train
0,[0.9633541  0.03767216],train
0,[0.9786042 0.0165469],train
0,[0.94847566 0.03199377],train
0,[0.88088334 0.0903144 ],train
0,[0.9819758  0.02367278],train
0,[0.9599006  0.02714033],train
0,[0.94544625 0.04459714],train
0,[0.96730196 0.02671521],train
0,[0.09745384 0.8935147 ],train
0,[0.96713525 0.04045954],train
0,[0.84111136 0.2194738 ],train
1,[0.06746526 0.90366507],train
0,[0.962089   0.02688689],train
0,[0.17396916 0.8090514 ],train
0,[0.83457756 0.19445455],train
0,[0.96179813 0.01963863],train
0,[0.9701029  0.02525182],train
0,[0.9728872  0.04566635],train
0,[0.9311789  0.04621278],train
0,[0.88891083 0.12033165],train
0,[0.7987734 0.12674  ],train
0,[0.92719424 0.09336926],train
0,[0.9727552  0.01129315],train
0,[0.9487213  0.04074522],train
0,[0.9925391  0.01076293],train
0,[0.8876511 0.1006191],train
0,[0.6522588  0.20982477],train
1,[0.18187407 0.5913324 ],train
0,[0.9268412  0.08919565],train
0,[0.95528185 0.04595925],train
1,[0.35057044 0.60850906],train
0,[0.8085818  0.12515801],train
0,[0.54636097 0.21313623],train
1,[0.05713308 0.8440951 ],train
0,[0.886795   0.03687504],train
0,[0.95852894 0.02980578],train
0,[0.93317866 0.0333472 ],train
0,[0.9358086  0.04824541],train
0,[0.9630616  0.05294666],train
0,[0.8351728  0.16091268],train
0,[0.95956177 0.04907249],train
0,[0.9401198  0.03267509],train
0,[0.92011404 0.05140875],train
0,[0.9367942 0.0535078],train
0,[0.6628318  0.29036435],train
0,[0.8829058  0.07509205],train
0,[0.9569221  0.08352605],train
0,[0.9083372  0.11164083],train
0,[0.9360251  0.05063989],train
0,[0.6482363  0.36063918],train
1,[0.02729117 0.9437249 ],train
0,[0.88832563 0.0931826 ],train
0,[0.9748258  0.01806632],train
0,[0.91042674 0.07694774],train
0,[0.9496529  0.04419767],train
0,[0.9377617  0.06958907],train
0,[0.68368286 0.06845872],train
0,[0.97183156 0.04467889],train
1,[0.04063706 0.92247343],train
0,[0.94245446 0.05370755],train
0,[0.90347886 0.03725989],train
0,[0.78154755 0.28593862],train
0,[0.9099284  0.04623172],train
0,[0.9536648 0.0502575],train
0,[0.76602775 0.28265473],train
0,[0.91587317 0.08028416],train
0,[0.9266436  0.11633282],train
0,[0.92882574 0.06620595],train
0,[0.8058738  0.12737036],train
0,[0.90741086 0.08890565],train
0,[0.5730283  0.24672031],train
0,[0.96376514 0.02772129],train
0,[0.875025   0.04588302],train
0,[0.8942773  0.08614196],train
0,[0.8966754  0.10501987],train
0,[0.908073   0.05131233],train
0,[0.9496213  0.04354235],train
0,[0.9631044  0.03812182],train
0,[0.9577437  0.02292259],train
0,[0.92225134 0.04943477],train
0,[0.94686323 0.04238002],train
0,[0.6379334  0.36802652],train
0,[0.96478546 0.02197878],train
0,[0.86667866 0.13255036],train
0,[0.9549938 0.0433847],train
0,[0.9510877  0.03488918],train
0,[0.9934198  0.00581655],train
0,[0.94356465 0.05489404],train
0,[0.55047166 0.43220642],train
0,[0.89776397 0.06287017],train
0,[0.9839505  0.01672358],train
0,[0.9707063  0.02215637],train
0,[0.7158999  0.12512141],train
0,[0.54584664 0.30666104],train
0,[0.9229064  0.06127259],train
0,[0.7561914  0.21563703],train
0,[0.94537956 0.04854085],train
0,[0.9502325  0.02759686],train
0,[0.9454679  0.05984289],train
0,[0.92364746 0.05262902],train
0,[0.8119505  0.11083679],train
0,[0.92004454 0.09430724],train
0,[0.90648925 0.04195469],train
0,[0.4561924  0.45123148],train
0,[0.90322846 0.04867762],train
0,[0.91742724 0.07651636],train
0,[0.9677219  0.02105778],train
0,[0.8803387  0.09145744],train
0,[0.41144547 0.35709843],train
0,[0.9496157  0.03166457],train
0,[0.7647596  0.19253452],train
1,[0.019105   0.96674603],train
1,[0.02735252 0.96333826],train
0,[0.9054542  0.05780518],train
0,[0.9521043  0.02885575],train
0,[0.62562317 0.31475112],train
0,[0.90463054 0.08783991],train
0,[0.9782849 0.0194567],train
0,[0.79266685 0.19572543],train
0,[0.88095355 0.15069777],train
0,[0.9693374  0.02251052],train
0,[0.958383   0.02864579],train
0,[0.99081016 0.00662193],train
0,[0.9709372  0.03337896],train
0,[0.95806473 0.03410672],train
0,[0.791291   0.20962234],train
1,[0.23151176 0.6422962 ],train
0,[0.7532374  0.25789982],train
0,[0.83417135 0.12399904],train
0,[0.9177495  0.08023435],train
0,[0.77936435 0.1556032 ],train
0,[0.5968778  0.31495452],train
0,[0.91978633 0.0389356 ],train
1,[0.28357267 0.72431666],train
0,[0.6307221  0.37709904],train
0,[0.9613958  0.02926609],train
0,[0.9329573 0.050939 ],train
0,[0.8092592  0.22042485],train
0,[0.92806655 0.04697528],train
0,[0.9526624  0.02684879],train
0,[0.8818703  0.05051192],train
0,[0.97298676 0.00635407],train
0,[0.9081016  0.06069768],train
0,[0.8632927 0.1296272],train
0,[0.8956608  0.05441366],train
0,[0.6164124  0.26753992],train
1,[0.03682328 0.9357412 ],train
0,[0.7544697 0.257743 ],train
0,[0.9499476  0.03683463],train
0,[0.9316441  0.07135344],train
0,[0.9650586  0.03192035],train
0,[0.94920534 0.03960259],train
0,[0.9525136  0.04220298],train
0,[0.938216  0.0541636],train
0,[0.9440729  0.04160155],train
0,[0.95832855 0.04659881],train
0,[0.96588993 0.02493738],train
0,[0.93050224 0.05808957],train
1,[0.04183096 0.907457  ],train
0,[0.9777605  0.02178264],train
0,[0.9800157  0.01743416],train
0,[0.972259   0.01672579],train
0,[0.91811234 0.07846878],train
0,[0.6553909  0.29318067],train
0,[0.8747983  0.12846811],train
0,[0.6558497  0.22786807],train
0,[0.9560978  0.07921299],train
0,[0.94841915 0.06980447],train
0,[0.9724248  0.02801964],train
0,[0.9404695  0.03798259],train
0,[0.9548815  0.03436448],train
0,[0.7930065  0.15861058],train
0,[0.8890523  0.08870954],train
0,[0.9600129  0.02614505],train
0,[0.8157782 0.0465939],train
0,[0.98681706 0.01090577],train
0,[0.80649185 0.14060016],train
0,[0.94031477 0.05867556],train
0,[0.90065277 0.12147456],train
0,[0.9628796  0.04820331],train
0,[0.76283824 0.20718288],train
0,[0.8098606  0.13110282],train
0,[0.9663544  0.05249663],train
1,[0.026878   0.85245484],train
0,[0.920172   0.04801666],train
0,[0.8599229  0.11394994],train
0,[0.9647878  0.01649572],train
0,[0.58296746 0.17122145],train
0,[0.9172579  0.06100615],train
0,[0.9417553  0.01574405],train
1,[0.06994865 0.8935901 ],train
0,[0.9165115  0.03557374],train
0,[0.95985216 0.0180108 ],train
0,[0.88718534 0.08326748],train
0,[0.630157   0.21443416],train
0,[0.9643149  0.07452349],train
0,[0.88569754 0.08145014],train
0,[0.88481927 0.09498331],train
0,[0.8879743  0.09200567],train
0,[0.91422015 0.06982422],train
0,[0.98021585 0.01084835],train
1,[0.21460836 0.7939826 ],train
0,[0.9117515 0.0582689],train
0,[0.92180663 0.05024916],train
0,[0.9187069  0.08629797],train
1,[0.06520713 0.7166862 ],train
0,[0.8975951  0.08559784],train
0,[0.9633187  0.03617463],train
0,[0.7253953  0.24008235],train
0,[0.90009636 0.06671425],train
0,[0.9464065  0.02999458],train
0,[0.9528365  0.03185783],train
1,[0.1266763 0.7216219],train
1,[0.03980218 0.8502797 ],train
1,[0.03930141 0.9287736 ],train
0,[0.97708625 0.03748967],train
0,[0.9126227  0.07335824],train
0,[0.8998763  0.07527554],train
0,[0.9340894  0.07446977],train
0,[0.94671535 0.04362312],train
0,[0.92480457 0.06683354],train
0,[0.38200697 0.6216976 ],train
0,[0.89652854 0.06581563],train
0,[0.8958417  0.09206058],train
0,[0.9332264  0.03536191],train
0,[0.96623504 0.02160802],train
0,[0.9541286  0.05427402],train
0,[0.9273783  0.05767269],train
0,[0.73653656 0.11230665],train
0,[0.86996204 0.07816336],train
0,[0.97109646 0.0311311 ],train
0,[0.9631246  0.02020262],train
0,[0.94523543 0.05279353],train
0,[0.89887375 0.08253911],train
0,[0.25386   0.5821896],train
0,[0.9191088  0.06087313],train
0,[0.8065296  0.09046692],train
0,[0.9668992  0.01062065],train
0,[0.74104637 0.13014413],train
0,[0.57540804 0.29594895],train
0,[0.9829847  0.02027509],train
0,[0.92695415 0.10515248],train
0,[0.82326573 0.10274634],train
0,[0.78501153 0.15042618],train
1,[0.15630133 0.8802075 ],train
0,[0.8583242  0.12551855],train
1,[0.05431342 0.9071251 ],train
0,[0.9570463  0.02723788],train
0,[0.8879292 0.0710461],train
0,[0.93714166 0.05406707],train
0,[0.94757795 0.02418422],train
0,[0.98019224 0.00795415],train
0,[0.92700213 0.03283709],train
0,[0.8422708  0.07310407],train
0,[0.94430876 0.0511172 ],train
0,[0.9780131  0.02199181],train
0,[0.8836555  0.11629084],train
0,[0.8964459  0.13867064],train
0,[0.95055395 0.06695423],train
0,[0.9485646  0.04048985],train
0,[0.9339918  0.02910043],train
0,[0.8208389  0.14157489],train
0,[0.89552987 0.0836384 ],train
0,[0.9037778  0.07150984],train
0,[0.94095623 0.04827818],train
0,[0.8993818  0.03920567],train
0,[0.8273615  0.20878324],train
0,[0.97564244 0.02849724],train
0,[0.76794064 0.13652946],train
0,[0.9011827  0.08649077],train
0,[0.89378136 0.03756473],train
0,[0.89926845 0.05964186],train
0,[0.9465382 0.0207998],train
0,[0.8793159  0.18375064],train
0,[0.92919767 0.0461546 ],train
0,[0.57818234 0.27755526],train
0,[0.9534912 0.0687866],train
0,[0.8071346  0.17221056],train
1,[0.19509727 0.6649424 ],train
0,[0.9692134  0.02439543],train
0,[0.9176352  0.05382044],train
0,[0.96143997 0.05598974],train
0,[0.9182459  0.07354438],train
1,[0.09741163 0.88553405],train
0,[0.94929105 0.03532842],train
0,[0.89496005 0.11155398],train
1,[0.09374432 0.8431101 ],train
1,[0.02924829 0.9458679 ],train
0,[0.9646418 0.0394071],train
0,[0.81907105 0.17407198],train
0,[0.9093618  0.09930129],train
0,[0.9488785 0.038574 ],train
1,[0.1283878  0.73833096],train
0,[0.9304936  0.04842217],train
0,[0.9800597 0.0141998],train
0,[0.8542939  0.14281794],train
0,[0.9292414  0.02828013],train
0,[0.9039153  0.04317161],train
0,[0.92490757 0.03531387],train
0,[0.9515075  0.03212529],train
0,[0.80985725 0.16461793],train
1,[0.17858407 0.6651695 ],train
0,[0.6486254 0.3626169],train
0,[0.64772934 0.11072254],train
0,[0.91968673 0.0599985 ],train
0,[0.9677517  0.01694092],train
0,[0.97216785 0.02240916],train
0,[0.9241201  0.04893012],train
0,[0.9092519  0.06402791],train
0,[0.855756   0.16587439],train
0,[0.9630634  0.02585387],train
0,[0.8543621  0.12114991],train
0,[0.506364   0.37617865],train
0,[0.9543838  0.05135513],train
0,[0.9600016 0.034813 ],train
0,[0.8987373  0.08432923],train
0,[0.55894244 0.230096  ],train
0,[0.89770365 0.06839746],train
0,[0.9165136 0.0399914],train
1,[0.13803864 0.83973277],train
0,[0.89084405 0.11083973],train
0,[0.98281544 0.01512684],train
0,[0.97221786 0.01928368],train
0,[0.93999255 0.02763624],train
0,[0.94151545 0.08286048],train
0,[0.7373654  0.15746833],train
1,[0.07734787 0.9149211 ],train
0,[0.9207216  0.09868869],train
0,[0.9234798  0.07442471],train
0,[0.90028596 0.0553171 ],train
1,[0.11891046 0.84132755],train
1,[0.17213163 0.8385525 ],train
0,[0.9657598  0.02040145],train
0,[0.9756504  0.03078115],train
0,[0.9252838  0.04729778],train
1,[0.10290344 0.8543545 ],train
0,[0.9878614  0.01179162],train
0,[0.9281141  0.04847622],train
0,[0.9573511  0.02612145],train
0,[0.66824526 0.13506946],train
0,[0.9720544  0.02962737],train
0,[0.4642008 0.5687313],train
0,[0.92095095 0.06089069],train
0,[0.90221965 0.12074379],train
0,[0.92712444 0.06093802],train
0,[0.8566511  0.10119798],train
0,[0.9479364  0.04372111],train
1,[0.10718321 0.83128405],train
1,[0.10600974 0.8218716 ],train
0,[0.86399597 0.11902838],train
0,[0.8035691  0.21474056],train
0,[0.9649903  0.03109731],train
0,[0.9253932  0.05264443],train
1,[0.0673845 0.8571645],train
0,[0.7346375  0.17740229],train
0,[0.95101064 0.02346453],train
0,[0.8682193  0.11507328],train
0,[0.98527414 0.01371942],train
0,[0.91166806 0.04025948],train
0,[0.75500244 0.2018545 ],train
0,[0.5495466 0.3230634],train
0,[0.96339875 0.01405966],train
0,[0.9148872 0.1071629],train
0,[0.96078116 0.02264438],train
0,[0.5341851  0.37383637],train
0,[0.8193444  0.16385676],train
0,[0.5903795  0.14546925],train
0,[0.9478576  0.03037892],train
0,[0.9144774 0.0848411],train
0,[0.875339   0.06506529],train
0,[0.78711325 0.10758083],train
0,[0.8697712  0.13457212],train
0,[0.950584  0.0855917],train
0,[0.98131865 0.02236047],train
0,[0.99025154 0.01519262],train
0,[0.8638679  0.04253253],train
0,[0.98069763 0.02762735],train
0,[0.9483757  0.02983762],train
0,[0.9508752  0.03476977],train
0,[0.9613482  0.04881967],train
0,[0.9655974  0.05753123],train
0,[0.9377584  0.02430841],train
0,[0.8889442 0.0370821],train
0,[0.8310806  0.08930044],train
0,[0.93255246 0.05299952],train
0,[0.94665873 0.03393887],train
0,[0.93621    0.10362532],train
0,[0.88639545 0.04612378],train
1,[0.16826524 0.75678796],train
0,[0.95233124 0.04315297],train
0,[0.8142514  0.08018827],train
0,[0.9589831 0.0350409],train
0,[0.96818864 0.02847643],train
0,[0.9629575  0.02881442],train
1,[0.18995087 0.6844249 ],train
0,[0.9507388  0.04853294],train
0,[0.5653133  0.28412235],train
0,[0.93268096 0.05330012],train
0,[0.97590065 0.02158283],train
0,[0.9392973  0.05148156],train
0,[0.9501221  0.04194793],train
0,[0.9560843 0.0301749],train
0,[0.87595177 0.12498516],train
0,[0.95580477 0.04027551],train
0,[0.87388796 0.13561185],train
0,[0.97527766 0.01977805],train
0,[0.27613202 0.65644264],train
0,[0.95009345 0.0442479 ],train
0,[0.9351844  0.03503213],train
0,[0.95084083 0.05641568],train
0,[0.9826749  0.01006637],train
0,[0.7336508  0.20995928],train
0,[0.89365673 0.06026147],train
0,[0.9073691  0.09332407],train
0,[0.8044745  0.10825976],train
0,[0.8608767  0.06272295],train
0,[0.94101083 0.10460809],train
0,[0.9494325  0.03546831],train
0,[0.4211645 0.5411469],train
0,[0.8466818  0.08903962],train
0,[0.95194364 0.04332571],train
0,[0.970869   0.02976507],train
0,[0.85694563 0.05114418],train
0,[0.92688096 0.05481958],train
1,[0.05107924 0.83534735],train
0,[0.8828677  0.11926426],train
0,[0.95907533 0.04748856],train
